id_ocorrencia_a;matricula;operador_categoria;tipo_veiculo;fabricante;modelo;motor_tipo;motor_quantidade;assentos;ano_fabricacao;pais_fabricante;registro_segmento;voo_origem;voo_destino;fase_operacao
51054;PRCTM;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-46-350P;PISTAO;MONOMOTOR;6;2007;BRASIL;PARTICULAR;CATARATAS;SILVIO NAME JUNIOR;APROXIMACAO FINAL
51055;PTYDW;INSTRUCAO;HELICOPTERO;ROBINSON HELICOPTER;R22 BETA;PISTAO;MONOMOTOR;2;1998;BRASIL;INSTRUCAO;PARA DE MINAS;HELICENTRO BH;VOO A BAIXA ALTURA
51071;PPGKB;***;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1992;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
51072;PPEHY;ADMINISTRACAO DIRETA;HELICOPTERO;HELIBRAS;HB-350B;TURBOEIXO;MONOMOTOR;6;1982;BRASIL;ADMINISTRACAO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA
51073;PRFAR;TAXI AEREO;HELICOPTERO;AGUSTA;AB139;TURBOEIXO;BIMOTOR;17;2005;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
51074;PROMK;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-61N;TURBOEIXO;BIMOTOR;21;1980;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
51075;PRVIU;PARTICULAR;AVIAO;CIRRUS DESIGN;SR22;PISTAO;MONOMOTOR;4;2004;BRASIL;PARTICULAR;AEROCLUBE DE JOAO PESSOA;PINTO MARTINS;OUTRA FASE
51076;PPPMT;PARTICULAR;AVIAO;BEECH AIRCRAFT;V35B;PISTAO;MONOMOTOR;5;1982;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51077;PTRQK;ADMINISTRACAO DIRETA;AVIAO;EMBRAER;EMB-810D;PISTAO;BIMOTOR;6;1982;BRASIL;ADMINISTRACAO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51078;PRGGY;REGULAR;AVIAO;BOEING COMPANY;737-8EH;JATO;BIMOTOR;193;2010;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51079;PRBRU;TAXI AEREO;HELICOPTERO;MIL HELICOPTER;MI-171A1;TURBOEIXO;BIMOTOR;30;2011;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
51080;PRIMI;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76A;TURBOEIXO;BIMOTOR;14;1987;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51080;PROHI;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-92A;TURBOEIXO;BIMOTOR;22;2013;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO
51081;PRSEC;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76C;TURBOEIXO;BIMOTOR;14;2003;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51082;PRAVJ;REGULAR;AVIAO;AIRBUS INDUSTRIE;A318-122;TURBOEIXO;BIMOTOR;129;2007;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51083;PRMHA;***;AVIAO;AIRBUS INDUSTRIE;A320-214;JATO;BIMOTOR;184;2006;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51084;PRGTL;REGULAR;AVIAO;BOEING COMPANY;737-8EH;JATO;BIMOTOR;194;2007;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51086;PRGTC;REGULAR;AVIAO;BOEING COMPANY;737-8EH;JATO;BIMOTOR;194;2006;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51087;PUHVL;EXPERIMENTAL;ULTRALEVE;***;CORSARIO MK V;PISTAO;MONOMOTOR;2;2006;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51091;PRAYS;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;JATO;BIMOTOR;125;2011;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51092;PRTKH;TAXI AEREO;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-500;TURBOELICE;BIMOTOR;52;1999;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51093;PPWRV;PARTICULAR;AVIAO;RAYTHEON AIRCRAFT;400A;JATO;BIMOTOR;10;1999;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51094;PRJSR;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;560XL;JATO;BIMOTOR;11;2010;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51095;PRRJJ;ADMINISTRACAO DIRETA;HELICOPTERO;EUROCOPTER FRANCE;AS 355 NP;TURBOEIXO;BIMOTOR;6;2012;BRASIL;ADMINISTRACAO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA
51096;PTHGB;TAXI AEREO;HELICOPTERO;BELL HELICOPTER;206B;TURBOEIXO;MONOMOTOR;5;1999;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51097;PTMTT;REGULAR;AVIAO;BOEING COMPANY;727-243;JATO;TRIMOTOR;5;1981;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51098;PPPJM;REGULAR;AVIAO;EMBRAER;ERJ 190-100 LR;TURBOEIXO;BIMOTOR;113;2011;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51099;PRRRP;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-28R-201;PISTAO;MONOMOTOR;4;1977;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA
51111;PREMI;PARTICULAR;AVIAO;CIRRUS DESIGN;SR22;PISTAO;MONOMOTOR;4;2003;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51112;PTEPR;PARTICULAR;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;6;1977;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51131;PTLSJ;TAXI AEREO;AVIAO;LEARJET;35A;JATO;BIMOTOR;10;1978;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51132;PRSHL;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76C;TURBOEIXO;BIMOTOR;14;2008;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51133;PRAZC;REGULAR;AVIAO;EMBRAER;ERJ 190-100 IGW;JATO;BIMOTOR;112;2008;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51134;PRAYL;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;JATO;BIMOTOR;125;2010;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51135;PRTKI;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;73;2011;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51137;PUBIK;EXPERIMENTAL;ULTRALEVE;ESC RIB PRET DE PIL VEIC AUTOPROPULSADO;Bravo 700;PISTAO;MONOMOTOR;2;2011;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
51139;PTAER;ESPECIALIZADA;AVIAO;CESSNA AIRCRAFT;170A;PISTAO;MONOMOTOR;1;1950;BRASIL;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
51140;PRATZ;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;75;2012;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
51141;PREJB;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;PISTAO;MONOMOTOR;2;1982;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO
51142;PRMBE;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;166;2006;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
51143;PTJJB;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;402B;PISTAO;BIMOTOR;8;1973;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51144;PRJAI;TAXI AEREO;AVIAO;PIPER AIRCRAFT;PA-34-200T;PISTAO;BIMOTOR;6;1975;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51145;PTWHC;TAXI AEREO;AVIAO;BEECH AIRCRAFT;400A;JATO;BIMOTOR;10;1992;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;OPERACAO DE SOLO
51146;PTOTC;TAXI AEREO;AVIAO;RAYTHEON AIRCRAFT;BAE125-800B;JATO;BIMOTOR;11;1991;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51147;PPGLE;INSTRUCAO;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1992;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
51148;PRFLM;INSTRUCAO;AVIAO;PIPER AIRCRAFT;PA-34-200;PISTAO;BIMOTOR;6;1972;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
51149;PRAYH;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;TURBOEIXO;BIMOTOR;125;2010;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51151;PTVIZ;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTAO;BIMOTOR;6;1988;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51153;PPGGG;INSTRUCAO;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1992;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
51154;PRAQE;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;75;2012;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51155;PRLCH;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76C;TURBOEIXO;BIMOTOR;14;2004;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE
51156;PPJBP;PARTICULAR;AVIAO;HAWKER BEECHCRAFT;C90GTI;TURBOELICE;BIMOTOR;8;2008;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51157;PPKGN;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-34-220T;PISTAO;BIMOTOR;6;2008;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51158;PTOBL;TAXI AEREO;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;6;1976;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51159;PRAFB;PARTICULAR;AVIAO;BEECH AIRCRAFT;58;PISTAO;BIMOTOR;6;2002;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
51160;PTKLG;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;A150M;PISTAO;MONOMOTOR;2;1975;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
51161;PTVSN;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTAO;BIMOTOR;6;1996;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51162;PPNIV;PARTICULAR;AVIAO;EMBRAER;EMB-500;JATO;BIMOTOR;7;2011;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
51163;PTUZL;AGRICOLA;AVIAO;EMBRAER;EMB-202;PISTAO;MONOMOTOR;1;2010;BRASIL;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA
51164;PRLDT;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76C;TURBOEIXO;BIMOTOR;14;2003;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
51165;PRGXJ;REGULAR;AVIAO;BOEING COMPANY;737-8EH;JATO;BIMOTOR;199;2013;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51179;PTLLH;PARTICULAR;AVIAO;BEECH AIRCRAFT;B60;PISTAO;BIMOTOR;6;1981;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51181;PTMTT;REGULAR;AVIAO;BOEING COMPANY;727-243;JATO;TRIMOTOR;5;1981;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51182;PRJMS;INSTRUCAO;AVIAO;AEROMOT;AMT-600;PISTAO;MONOMOTOR;2;2005;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51185;PRAZF;REGULAR;AVIAO;EMBRAER;ERJ 190-100 IGW;JATO;BIMOTOR;113;2009;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51186;PPJAG;PARTICULAR;AVIAO;HAWKER BEECHCRAFT;B200GT;TURBOELICE;BIMOTOR;9;2009;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
51189;N901AR;***;AVIAO;BOEING COMPANY;747-4R7F;***;SEM TRACAO;0;1997;ESTADOS UNIDOS;***;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51211;PTKBV;PARTICULAR;AVIAO;CESSNA AIRCRAFT;182P;PISTAO;MONOMOTOR;4;1974;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
51258;PRCCM;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-34-220T;PISTAO;BIMOTOR;7;1900;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51259;PTWPZ;PARTICULAR;AVIAO;BEECH AIRCRAFT;58;PISTAO;BIMOTOR;6;1994;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
51260;PTEUR;ESPECIALIZADA;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;3;1979;BRASIL;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51261;PRGPJ;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;PISTAO;MONOMOTOR;2;1977;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51262;PRWSM;TAXI AEREO;AVIAO;DASSAULT AVIATION;FALCON 2000;JATO;BIMOTOR;10;1995;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51263;PPPTX;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;73;2001;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51264;PTWHV;PARTICULAR;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;6;1977;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51265;PRTAH;TAXI AEREO;AVIAO;PIPER AIRCRAFT;PA-42-720;TURBOELICE;BIMOTOR;9;1984;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51266;PTHLA;MULTIPLA;HELICOPTERO;HELIBRAS;HB-350B;TURBOEIXO;MONOMOTOR;6;1979;BRASIL;MULTIPLA;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
51267;PTIZI;PARTICULAR;AVIAO;CESSNA AIRCRAFT;182P;PISTAO;MONOMOTOR;4;1973;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
51268;PTTIC;TAXI AEREO;AVIAO;PIAGGIO AERO INDUSTRIES;P.180;TURBOELICE;BIMOTOR;10;2011;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51269;PTHLA;MULTIPLA;HELICOPTERO;HELIBRAS;HB-350B;TURBOEIXO;MONOMOTOR;6;1979;BRASIL;MULTIPLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51285;PRATB;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;75;2011;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51302;PRGOY;REGULAR;AVIAO;BOEING COMPANY;737-7K9;JATO;BIMOTOR;152;1998;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51304;PRBIA;PARTICULAR;HELICOPTERO;AGUSTA;A109S;TURBOEIXO;BIMOTOR;8;2006;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51307;PRATE;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;75;2011;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51308;PRTTK;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-500;TURBOELICE;BIMOTOR;52;1996;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51309;PTWJS;PARTICULAR;AVIAO;RAYTHEON AIRCRAFT;400A;JATO;BIMOTOR;11;1996;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51310;PRTKD;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-500;TURBOELICE;BIMOTOR;50;1999;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51314;PTLHH;TAXI AEREO;AVIAO;MITSUBISHI;MU-2B-60;TURBOELICE;BIMOTOR;10;1981;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51315;PTHAX;INSTRUCAO;HELICOPTERO;ROBINSON HELICOPTER;R22;PISTAO;MONOMOTOR;2;1994;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51317;PRHFE;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;PISTAO;MONOMOTOR;2;1979;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO
51318;PPMEL;PARTICULAR;AVIAO;CIRRUS DESIGN;SR22;PISTAO;MONOMOTOR;4;2005;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51319;PRSDL;NAO REGULAR;AVIAO;BOEING COMPANY;737-3S3;JATO;BIMOTOR;6;1988;BRASIL;NAO REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
51320;PTVGV;PARTICULAR;AVIAO;EMBRAER;EMB-810D;PISTAO;BIMOTOR;6;1988;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51321;PRJAJ;PARTICULAR;AVIAO;EMBRAER;EMB-500;JATO;BIMOTOR;6;2009;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51322;PRIOC;REGULAR;AVIAO;BOEING COMPANY;727-264;JATO;TRIMOTOR;5;1983;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51323;PROAI;REGULAR;AVIAO;FOKKER;F28MK0100;JATO;BIMOTOR;107;1992;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
51324;PRAXJ;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;JATO;BIMOTOR;125;2012;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51325;PRCCA;PARTICULAR;AVIAO;ECLIPSE AEROSPACE;EA500;JATO;BIMOTOR;0;2007;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
51326;PRIOG;REGULAR;AVIAO;BOEING COMPANY;727-214F;JATO;TRIMOTOR;5;1979;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51327;PRRJV;PARTICULAR;AVIAO;BEECH AIRCRAFT;G36;PISTAO;MONOMOTOR;6;2013;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51328;PRTKA;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;73;2010;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51330;PRBGM;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-92A;TURBOEIXO;BIMOTOR;21;2011;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51336;PTNKU;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PISTAO;MONOMOTOR;4;1977;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51337;PRCCM;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-34-220T;PISTAO;BIMOTOR;7;1900;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51338;PTIDP;PARTICULAR;AVIAO;CESSNA AIRCRAFT;310Q;PISTAO;BIMOTOR;6;1971;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51339;PTHVM;INSTRUCAO;HELICOPTERO;ROBINSON HELICOPTER;R22;PISTAO;MONOMOTOR;2;1990;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51340;PRPDD;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;73;1998;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51341;PTEOS;TAXI AEREO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-720C;PISTAO;MONOMOTOR;7;1977;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51342;PTMTT;REGULAR;AVIAO;BOEING COMPANY;727-243;JATO;TRIMOTOR;5;1981;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51343;PTNVB;INSTRUCAO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;PISTAO;MONOMOTOR;4;1980;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51344;PPPTO;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;TURBOELICE;BIMOTOR;73;2008;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51345;PTMTT;REGULAR;AVIAO;BOEING COMPANY;727-243;JATO;TRIMOTOR;5;1981;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51346;PROTK;PARTICULAR;AVIAO;PILATUS;PC-12;TURBOELICE;MONOMOTOR;10;2010;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
51347;PRVDN;PARTICULAR;HELICOPTERO;BELL HELICOPTER;429;TURBOEIXO;BIMOTOR;7;2012;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
51391;PTDRY;PARTICULAR;AVIAO;CESSNA AIRCRAFT;177RG;PISTAO;MONOMOTOR;4;1971;BRASIL;PARTICULAR;CLUBE DE VOO ITAIPU;BACACHERI;POUSO
51393;PTUNB;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PISTAO;MONOMOTOR;1;1900;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51394;PTSNI;PARTICULAR;AVIAO;CESSNA AIRCRAFT;182Q;PISTAO;MONOMOTOR;4;1977;BRASIL;PARTICULAR;ESTANCIA HERCULES;ESTANCIA HERCULES;CIRCUITO DE TRAFEGO
51412;PTAGS;***;AVIAO;CESSNA AIRCRAFT;140A;PISTAO;MONOMOTOR;2;1951;BRASIL;INSTRUCAO;CACHOEIRA DO SUL;CACHOEIRA DO SUL;MANOBRA
51413;PRJAC;PARTICULAR;HELICOPTERO;ROBINSON HELICOPTER;R44;PISTAO;MONOMOTOR;4;2005;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
51414;PRTKB;***;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-500;TURBOELICE;BIMOTOR;50;2001;BRASIL;REGULAR;PORTO URUCU;EDUARDO GOMES;DECOLAGEM
51416;PTYJJ;PARTICULAR;HELICOPTERO;HELIBRAS;AS 350 BA;TURBOEIXO;MONOMOTOR;6;1998;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51417;PTRTB;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTAO;BIMOTOR;6;1982;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
51418;PREJF;AGRICOLA;AVIAO;CESSNA AIRCRAFT;A188B;PISTAO;MONOMOTOR;1;1977;BRASIL;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
51419;PRZAL;EXPERIMENTAL;AVIAO;INPAER INDUSTRIA PAULISTA E AERONAUTICA;EXPLORER;PISTAO;MONOMOTOR;4;2013;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA
51420;PRZNP;EXPERIMENTAL;AVIAO;ROBERT MOHR;PITTS SPECIAL;PISTAO;MONOMOTOR;1;1988;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA
51421;PUAZS;EXPERIMENTAL;ULTRALEVE;***;TL-96 STAR;PISTAO;MONOMOTOR;2;2001;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
51432;PTEFL;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-721C;PISTAO;MONOMOTOR;7;1976;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA
