ACTIVITY,TIME,SL,EEG,BP,HR,CIRCLUATION
3,10073.8,43811.6,-3025.93,97,159,2181
2,15492.2,118247.0,-5290.0,58,271,4426
4,5845.67,11118.5,-1911.49,31,102,764
5,12275.3,71889.5,-5637.83,32,262,3211
1,2438.85,49.5409,-639.0,6,33,5
5,22671.5,281963.0,-9677.47,67,468,9276
4,8010.09,12921.6,-2478.49,24,132,806
4,6785.46,4835.43,-1965.81,38,107,346
2,15894.0,160766.0,-7730.7,78,352,6744
4,10780.1,49884.7,-3440.0,28,216,2677
2,5897.64,7590.15,-1822.1,74,104,457
2,5822.77,4134.34,-1552.39,126,88,318
4,14208.4,91552.3,-3390.0,53,254,3885
5,8660.5,21603.5,-2807.99,81,145,1156
1,2202.39,51.5656,-511.0,6,33,5
4,10807.7,85930.7,-2250.0,34,220,3450
3,9530.92,39006.4,-4260.95,28,193,2118
4,11198.2,49408.6,-3980.0,24,216,2677
4,9572.08,28111.6,-2891.41,99,158,1403
0,17736.0,152573.0,-11260.0,112,452,5855
3,15434.7,116943.0,-5960.0,58,271,4426
3,6798.65,13585.2,-1466.91,24,96,804
3,6642.2,10329.0,-3160.0,15,109,689
4,13262.8,139244.0,-6170.32,167,308,6057
3,8500.14,26989.7,-2590.0,26,156,1364
3,14132.4,141457.0,-4560.0,47,315,5844
2,12300.0,73588.2,-4580.0,24,249,3630
4,7629.9,10949.9,-3387.15,36,156,654
2,5702.76,4130.16,-1568.15,126,88,318
2,5630.93,4165.8,-1553.13,126,88,318
3,12743.0,79273.9,-4490.0,32,272,3539
4,10722.8,32916.3,-3250.56,75,176,1922
2,5558.11,4289.09,-1800.0,13,88,292
0,8627.27,26055.0,-2137.0,89,139,1357
4,9427.84,51542.0,-2830.0,23,188,2599
2,8952.53,20263.2,-3556.39,79,163,1162
3,9063.73,25889.3,-3058.8,35,157,1519
4,13819.4,97675.7,-5997.33,157,281,4061
3,9094.51,26834.1,-2040.0,32,156,1364
0,8723.38,32780.0,-2672.0,30,185,1868
2,11069.6,33728.8,-4310.0,45,234,1581
0,5770.57,2674.0,-1725.0,3,73,150
0,12384.1,71084.0,-6070.0,36,266,3045
5,8905.11,30382.6,-3414.65,129,171,1747
3,14154.9,67058.4,-3270.0,46,224,2192
2,4000.54,2166.77,-1112.68,20,54,165
3,7418.72,9309.47,-3061.09,23,138,554
0,16561.0,270663.0,-7965.0,65,374,9816
3,23265.7,475825.0,-13800.0,73,483,15505
0,3860.48,740.0,-1710.0,6,51,64
5,9328.32,37805.1,-3852.84,37,180,2054
3,9759.87,52089.2,-3140.0,32,188,2599
3,14395.6,51736.2,-2450.0,36,234,2464
0,24286.7,364373.0,-13287.0,93,600,11747
4,22098.9,515906.0,-11556.6,140,540,18067
5,6751.12,6542.2,-2100.0,13,119,395
5,10012.4,39585.1,-3565.21,56,180,2054
4,8328.39,52060.8,-4370.0,24,188,2599
0,18747.4,251499.0,-12190.0,69,470,9008
2,17449.5,137399.0,-8240.0,119,449,5537
0,15479.7,216958.0,-9534.0,57,328,8461
0,10844.1,38368.0,-6204.0,129,211,1809
4,13093.5,79757.4,-5130.0,31,272,3539
3,8146.2,37918.5,-2800.0,13,196,1885
1,4021.0,2176.59,-1076.44,20,54,165
2,3875.65,1479.51,-1028.42,41,52,133
0,9807.82,29216.0,-4279.0,260,206,1692
5,9063.36,11442.2,-3070.83,31,156,654
3,5231.5,3087.57,-792.291,50,51,132
4,12414.3,101863.0,-4590.0,57,322,4619
0,14924.3,362992.0,-8159.0,58,371,12323
5,10977.3,51467.8,-4529.53,116,209,2534
0,9730.09,22845.0,-3462.0,39,214,1025
3,5221.26,3034.16,-1245.65,49,67,224
5,11562.6,60207.9,-434.0,67,223,2822
2,25149.9,476183.0,-10600.0,39,483,15505
0,7990.73,10120.7,-1912.66,64,104,372
4,8992.93,11354.0,-3043.95,42,156,654
4,5551.53,1740.87,-1453.42,24,76,147
2,12429.3,73400.6,-4950.0,25,249,3630
0,10900.6,28928.0,-6088.0,44,258,1366
5,11033.5,31387.7,-4203.91,106,204,1692
5,9792.35,30618.7,-3218.76,120,171,1747
0,7291.1,6481.0,-2528.0,10,119,372
2,9243.61,20484.5,-3391.5,100,163,1162
4,15644.0,110679.0,-6110.0,36,322,4619
5,8931.22,17111.8,-2648.78,78,142,844
2,8343.2,12131.3,-2578.37,86,128,693
4,18703.3,160405.0,-8790.0,87,388,6290
1,5388.32,5121.09,-1380.0,26,85,343
5,8702.26,38637.6,-3937.38,46,180,2054
3,7470.13,14290.1,-2371.38,88,120,809
0,12096.9,45464.0,-5160.0,16,228,2002
3,14362.6,54070.5,-5070.0,41,215,2188
2,7091.8,13411.0,-1520.17,22,96,804
0,16838.9,378797.0,-14414.0,91,482,14635
2,2577.49,63.6823,-359.0,96,33,5
5,8892.21,29130.3,-3372.78,36,179,1626
0,8664.57,34452.0,-3987.0,30,164,1809
0,6665.57,10377.0,-2538.0,72,117,727
5,9211.75,29178.7,-3397.83,32,179,1626
0,9768.74,22293.0,-4782.0,31,190,1163
3,14912.9,141602.0,-6130.0,50,315,5844
3,15372.2,169460.0,-4410.0,72,403,6746
3,8581.08,13624.8,-2980.91,17,148,729
0,14401.3,133781.0,-5512.0,51,291,5842
2,10462.4,37755.3,-4253.99,133,205,1751
0,11709.8,75826.0,-4969.0,26,249,3794
4,9158.8,11308.4,-3011.55,31,156,654
0,8169.53,2794.0,-2120.0,23,120,134
2,13465.2,51442.7,-1990.0,30,234,2464
0,14965.5,110805.0,-9591.0,96,316,4240
0,20782.5,378608.0,-10140.0,71,465,13465
0,9575.7,27887.0,-2299.0,35,186,1416
3,8483.97,12104.6,-2701.25,87,136,619
4,8789.91,11074.9,-3239.57,40,156,654
2,6721.45,4994.07,-2134.18,71,107,346
4,14086.5,52876.8,-5659.95,61,288,2334
3,12357.5,33691.0,-2240.0,32,234,1581
3,5498.18,3687.67,-790.338,41,51,132
2,5565.11,7583.56,-1976.6,75,104,457
5,9922.32,36209.7,-4250.0,41,196,1997
0,13924.8,180839.0,-10393.0,150,384,7221
2,5070.76,2880.15,-1235.61,54,67,224
5,4666.7,4157.21,-1387.63,3,72,340
4,5255.34,4104.91,-1740.0,12,79,292
5,8852.32,28802.5,-3436.07,35,179,1626
5,15702.5,111841.0,-7860.0,46,322,4619
0,10896.1,34052.0,-4550.0,35,196,1580
0,18143.5,97301.0,-7136.0,94,373,3556
0,3747.51,1137.0,-872.0,10,52,101
0,5090.71,3163.0,-933.0,15,81,203
0,7676.15,4569.88,-3029.87,24,131,271
5,11167.5,51221.6,-4430.28,114,209,2534
0,16155.2,105052.0,-23371.0,58,292,3632
4,13090.9,46651.6,-5955.64,59,273,2061
0,9481.96,37692.0,-4468.0,18,188,1993
2,11796.9,73446.7,-4850.0,34,249,3630
4,9185.62,13640.9,-2897.65,16,148,729
4,14533.9,101705.0,-5460.55,167,281,4061
0,8240.24,17310.0,-4802.0,100,141,970
3,17033.2,110184.0,-5640.0,32,322,4619
5,11063.2,51100.1,-4408.97,100,209,2534
0,13014.8,50367.0,-3780.0,101,270,2264
0,12813.9,75836.0,-4582.0,77,255,3294
3,8631.6,16666.4,-2860.13,76,142,844
4,6980.57,4036.99,-2353.9,71,101,249
4,8565.25,37612.0,-4400.2,55,193,2118
3,8302.28,12834.3,-2863.14,42,136,619
0,9761.2,34220.0,-4547.0,23,188,1991
0,8283.25,14264.0,-1954.0,19,137,805
5,3749.37,2140.32,-548.99,6,43,161
0,17043.6,136879.0,-6925.0,47,344,5211
3,11026.7,38291.0,-3967.0,81,205,1751
0,24689.5,279650.0,-12608.0,64,463,7842
4,12205.8,88353.7,-2360.0,16,220,3450
3,7330.73,14177.2,-2111.64,52,120,809
3,18344.8,160546.0,-5690.0,80,388,6290
2,4282.38,4074.19,-1540.0,11,79,317
0,18752.0,167196.0,-6081.0,87,408,5435
1,2713.77,49.8354,-700.0,6,33,5
2,8540.49,11968.5,-2556.7,87,128,693
4,6018.89,7501.9,-1587.74,47,93,545
4,8706.65,13339.1,-2471.45,17,132,806
4,7050.64,4058.57,-2286.21,75,101,249
4,13110.5,76203.0,-5420.78,47,262,3211
4,6991.88,4000.2,-2235.16,73,101,249
4,8549.2,11361.6,-3090.26,43,156,654
0,12179.1,65233.0,-6074.0,31,224,2192
4,5332.45,4019.58,-2320.0,20,79,292
4,18484.9,162025.0,-9720.0,79,388,6290
1,5683.31,4719.96,-260.0,21,85,343
0,7850.92,14093.4,-2835.79,19,140,845
4,9114.04,28766.7,-3318.13,38,179,1626
3,5029.14,2786.95,-1161.56,25,67,224
2,4268.98,2246.13,-968.495,20,54,165
0,8485.82,15549.0,-1958.0,55,129,764
0,27488.0,918289.0,-12882.0,129,675,24441
0,4582.77,3137.0,-543.0,7,66,245
0,17479.7,130316.0,-6787.0,33,296,4067
5,15319.0,77664.1,-6526.51,92,320,3466
4,9441.76,26454.2,-2921.94,100,158,1403
0,11364.7,151931.0,-7002.0,144,266,6967
0,8255.31,20153.0,-2989.0,101,174,1165
3,4216.26,1961.88,-1077.47,6,63,166
4,11018.8,39880.4,-3861.0,28,193,2118
2,3907.87,1446.07,-995.541,42,52,133
2,14727.5,115706.0,-6080.0,59,271,4426
5,9496.04,38219.7,-3757.45,40,180,2054
0,7959.39,24911.0,-3279.0,28,146,1308
5,9025.98,27427.7,-2690.0,24,166,1414
2,5021.28,3096.73,-1173.1,36,71,249
3,14557.5,141462.0,-4480.0,51,315,5844
4,5889.59,11193.9,-1916.89,20,102,764
0,10603.5,28639.0,-3634.0,20,159,1019
0,11990.8,28618.5,-5929.97,67,248,1421
3,12672.9,46398.3,-5972.28,57,273,2061
1,9047.27,17210.7,-4305.93,36,183,931
3,4789.95,3232.93,-1169.78,33,71,249
2,3758.89,1404.32,-612.77,31,40,100
5,9116.15,37979.2,-3816.18,39,180,2054
5,3721.29,2042.48,-585.9,9,43,161
3,11215.6,79048.2,-4420.0,35,272,3539
5,6904.04,5310.65,-2302.97,73,107,346
2,16781.3,143409.0,-9330.0,66,449,5537
0,17902.4,117973.0,-5750.0,37,315,2910
4,8147.38,12840.7,-2671.78,15,132,806
0,7078.13,10408.0,-2050.0,19,122,517
2,4153.22,2297.55,-1091.74,20,54,165
0,6765.94,10304.0,-3406.0,44,106,655
0,14153.2,117576.0,-7048.1,174,284,4623
4,9660.23,21294.6,-3293.43,86,163,1162
4,11152.3,43262.4,-3170.0,15,196,1885
2,5660.8,7645.54,-1879.64,73,104,457
4,8406.64,4738.19,-2628.48,27,131,271
0,12841.1,73562.0,-7306.0,66,294,3380
3,13467.4,75642.5,-4170.0,43,264,3217
4,13833.4,91537.1,-5590.0,65,254,3885
0,17237.8,195335.0,-10008.0,78,403,7345
2,7079.33,5436.65,-2050.0,10,79,292
2,11734.0,73532.7,-4230.0,22,249,3630
5,23159.3,280482.0,-8307.0,80,468,9276
4,12015.8,37813.8,-467.0,33,166,1111
4,14096.1,143694.0,-6154.51,153,308,6057
3,9257.81,36892.8,-4500.0,47,196,1997
0,8662.92,14532.0,-3487.0,7,131,732
3,20672.5,251685.0,-15200.0,72,540,8870
0,10031.4,39405.0,-4657.0,21,192,1934
4,7187.85,4082.13,-2265.62,71,101,249
4,9934.15,26789.5,-2716.77,28,174,1415
4,10907.1,57655.2,-4498.03,138,217,2904
4,9315.6,31729.2,-1942.75,39,132,1513
2,13830.3,141058.0,-5680.0,61,315,5844
4,9564.82,32887.1,-3539.19,77,176,1922
0,20334.3,136242.0,-6290.0,102,359,4922
5,9213.62,37560.5,-3817.24,39,180,2054
0,6060.64,5642.0,-2248.0,17,98,370
2,2301.8,51.8815,-232.0,92,33,5
0,15391.2,223571.0,-8300.0,88,333,8334
3,7907.76,9731.29,-1940.0,39,154,587
3,13526.3,51956.1,-3650.0,34,234,2464
3,13694.3,90410.3,-6030.0,51,254,3885
4,10169.0,32572.2,-3479.15,76,176,1922
1,11223.1,68798.3,-5152.78,143,247,3373
4,10200.8,34168.4,-3426.24,78,176,1922
3,9295.56,27281.9,-2956.96,96,158,1403
5,9311.74,28949.3,-3127.37,31,179,1626
0,23119.4,418518.0,-10674.0,80,504,13141
3,20403.0,197338.0,-4730.0,73,403,6746
0,29566.5,673412.0,-359930.0,139,663,17345
0,15509.3,219614.0,-8553.0,38,308,7443
5,11612.3,48985.2,-5340.0,46,202,2258
2,7842.73,9408.61,-3002.59,98,130,490
0,10533.6,39399.0,-5331.0,125,234,1998
3,11907.7,78689.6,-6440.0,38,272,3539
4,8619.61,13474.1,-2538.64,18,132,806
3,13560.4,117845.0,-2580.0,47,235,4905
3,9389.9,52095.7,-3180.0,29,188,2599
0,10725.7,35630.0,-4015.0,52,199,1811
3,8894.41,12250.8,-2745.73,92,136,619
4,8913.55,20745.6,-3505.35,100,163,1162
3,5904.58,9941.89,-3580.0,24,109,689
3,13053.7,53096.2,-1930.0,83,224,2192
3,5194.28,3459.11,-821.4,49,51,132
3,18577.3,160922.0,-3690.0,85,388,6290
3,14590.7,50439.6,-3730.0,42,234,2464
3,9892.31,17007.1,-3770.57,80,172,973
4,9708.57,27563.8,-2860.0,22,194,1521
0,11511.5,88007.0,-6440.0,50,275,4708
4,6948.31,8682.15,-2600.0,20,102,516
5,14030.9,78848.6,-7163.18,74,320,3466
3,16104.0,122366.0,-5220.0,63,271,4426
1,6101.47,4913.5,-1400.0,21,85,343
4,8892.79,20590.9,-3522.82,92,163,1162
0,34514.9,1242860.0,-17047.0,156,721,28833
0,4808.96,4806.0,-1494.0,15,75,367
3,24831.1,268329.0,-8300.0,112,537,8350
0,11971.6,111162.0,-6193.0,30,245,4335
3,9792.46,33109.2,-3601.05,85,176,1922
0,10669.5,15164.0,-4385.0,15,175,769
3,8172.56,10236.6,-2842.37,94,130,490
3,14053.2,139556.0,-5240.0,34,315,5844
4,10496.0,17643.2,-3847.98,82,172,973
4,4435.85,2782.25,-1415.3,44,67,224
0,11925.6,72178.0,-6043.0,38,272,3296
3,12635.2,90676.4,-5460.0,53,254,3885
2,5814.03,4243.12,-1517.43,126,88,318
5,7645.16,6796.8,-2060.0,12,119,395
0,6910.29,13650.0,-2795.0,19,119,846
4,16512.4,195641.0,-8660.0,59,390,7459
2,4018.94,2191.37,-1029.73,20,54,165
3,12477.7,113386.0,-3340.0,39,235,4905
4,8783.81,50394.6,97.3,24,188,2599
3,10459.9,26966.0,-4195.91,51,214,1469
0,7564.5,7627.0,-1351.0,15,130,519
5,9680.1,30163.9,-3224.97,125,171,1747
0,4454.01,1399.0,-1112.0,8,61,101
5,12274.0,71561.0,-5733.48,28,262,3211
4,8831.18,11432.2,-3178.81,47,156,654
0,21245.6,278356.0,-10419.0,74,461,9551
3,17578.0,110814.0,-4370.0,37,322,4619
4,9440.43,33273.9,-3639.07,87,176,1922
0,3619.91,2399.0,-977.0,7,56,183
0,13178.4,96392.0,-6243.0,99,266,3891
2,11764.3,43710.6,-4080.0,57,223,2059
0,11010.2,30151.0,-3268.0,33,208,1362
4,12401.7,101856.0,-4870.0,57,322,4619
4,16577.2,143215.0,-7339.09,177,362,5847
4,10494.4,38959.8,-4102.01,25,193,2118
3,6411.43,10238.9,-2740.0,13,109,689
1,10518.1,68491.6,-5548.85,150,247,3373
4,15792.7,194197.0,-9760.0,66,390,7459
2,5337.44,2971.52,-1143.56,36,67,224
1,9017.98,17485.2,-4207.57,32,183,931
2,6161.4,7373.75,-1608.45,48,93,545
2,7527.74,9186.88,-3124.92,21,138,554
4,24315.8,488119.0,-13200.0,49,483,15505
0,13458.1,128005.0,-5575.0,55,302,5316
4,9186.84,52233.1,-4210.0,30,188,2599
3,7210.83,15829.1,-2686.69,68,134,970
0,26182.1,659751.0,-20749.0,108,715,20635
3,12258.4,78527.8,-5460.0,45,272,3539
3,13760.7,141937.0,-6159.39,191,308,6057
0,9691.76,14793.0,-5486.0,131,179,815
0,10599.9,38298.0,-4760.0,39,204,1874
3,3939.38,1930.02,-1147.13,8,63,166
3,11996.2,61105.0,-5280.0,38,247,2754
2,5002.41,4234.55,-1080.0,9,79,317
4,9101.24,11546.1,-3076.27,40,156,654
5,12233.2,53072.3,-4233.62,97,209,2534
3,3297.39,1274.88,-663.558,32,40,100
0,4467.21,1369.0,-1350.0,14,68,87
4,9238.98,11717.2,-3001.95,38,156,654
0,14274.7,70276.0,-7360.0,36,284,3218
0,7144.95,5179.73,-1280.34,28,83,226
0,13013.0,123693.0,-8405.0,58,281,4915
3,8539.79,25475.6,-3215.75,36,157,1519
0,20859.3,224605.0,-9724.0,48,433,8218
1,5840.57,4757.93,-1430.0,20,85,343
2,3943.18,1470.1,-982.427,42,52,133
3,24190.2,280121.0,-12900.0,72,540,8870
3,16745.6,144394.0,-3720.0,49,315,5844
4,5338.64,4385.53,-1980.0,22,85,343
0,7499.88,20869.0,-2949.0,8,144,1158
4,13394.2,60238.6,-3160.0,59,223,2822
0,18597.2,131156.0,-10594.0,9,260,2983
4,9251.47,10649.9,853.0,27,149,549
4,25168.6,273970.0,-9400.0,106,537,8350
0,8491.57,14231.0,-3652.0,54,135,732
0,11326.5,37324.0,-3800.0,52,199,1752
4,12433.6,79718.1,-5810.0,55,272,3539
3,9008.15,39045.4,505.0,13,196,1885
0,7818.45,10731.0,-3210.0,16,126,653
4,10304.8,17885.9,-3704.46,77,172,973
0,10771.8,52569.0,-6399.0,84,225,2747
3,8294.03,21168.9,-2829.41,77,145,1156
0,7474.26,7338.0,-2444.0,28,106,483
5,8464.69,11620.9,-2567.95,87,128,693
0,13346.1,94766.0,-6195.0,182,283,3798
4,8720.62,37780.9,-3936.78,46,180,2054
3,4899.97,2853.85,-1280.16,52,67,224
3,10938.1,86618.9,-2430.0,24,220,3450
0,12782.6,63943.0,-5420.0,57,250,2827
4,18607.9,161879.0,-11000.0,91,388,6290
3,10326.6,84462.7,-2320.0,21,220,3450
2,3915.43,2164.03,-1146.73,20,54,165
3,11294.8,112600.0,-3140.0,45,235,4905
2,2491.58,59.1342,-366.0,92,33,5
0,7484.24,11864.0,-3752.0,85,132,730
4,5959.45,11032.3,-1917.57,26,102,764
4,9905.88,27555.1,-2900.0,34,194,1521
5,7511.96,7494.53,-1470.0,160,109,486
0,11256.8,51030.0,-5522.0,88,164,2054
4,11807.4,50078.6,-2760.0,77,224,2192
3,18511.2,159861.0,-10200.0,84,388,6290
5,13694.2,53010.0,-5902.44,52,288,2334
5,9292.96,37924.6,-3816.82,40,180,2054
3,9530.12,39866.8,-2900.0,11,196,1885
0,36715.4,1350800.0,-24252.0,134,971,31560
3,13764.3,82719.8,-5130.0,47,272,3539
3,9667.71,17581.9,-3905.19,74,172,973
0,11511.7,64862.0,-5411.0,200,249,2983
2,11507.2,114965.0,-5190.0,44,235,4905
0,3891.56,889.0,-710.0,1,58,75
5,8801.7,28756.4,-3632.54,44,179,1626
3,4763.53,4049.31,-729.0,17,79,317
3,19731.5,251716.0,-13200.0,76,540,8870
3,8035.69,9669.82,-2443.13,27,123,621
3,9394.44,53151.2,-2730.0,12,188,2599
5,7717.26,9450.01,-1825.41,73,107,517
0,18906.7,318641.0,-11280.0,80,539,11420
4,12787.9,49620.8,-5000.0,30,215,2188
0,11646.1,60230.0,-3737.0,35,240,2976
2,10473.8,37914.0,-4129.97,131,205,1751
0,10418.3,50387.0,-3642.0,27,194,1867
3,6959.0,5258.18,-2137.24,59,107,346
0,9698.77,29895.0,-4613.0,64,174,1632
0,8096.65,13960.0,-2420.0,35,178,812
5,4867.02,2995.51,-1274.98,42,67,224
0,10397.7,54941.0,-5356.0,45,212,2597
4,9869.26,28573.1,-2817.8,105,158,1403
5,7144.92,14067.4,-2326.23,86,120,809
5,21046.4,279261.0,-10219.3,71,468,9276
3,6583.96,5140.85,-2192.11,49,107,346
4,9556.49,20762.8,-3390.25,76,163,1162
3,3314.54,1355.73,-239.031,0,40,100
3,14913.4,66609.0,-2490.0,52,223,2059
0,7471.39,22485.0,-3800.0,13,133,1256
5,9825.88,35257.4,-4325.2,119,208,1691
3,23782.5,260814.0,-13500.0,73,540,8870
1,10652.4,68791.3,-4337.57,148,247,3373
0,7830.49,17284.0,-4920.0,11,132,850
0,10528.5,16169.0,-4360.0,127,166,770
4,9710.16,30554.4,-3144.1,120,171,1747
5,9557.81,30526.4,-3088.26,91,171,1747
4,10650.1,51458.5,-4408.81,107,209,2534
3,12130.2,60640.1,-6010.0,31,247,2754
4,9443.41,53391.5,-2060.0,32,188,2599
2,7185.62,13961.7,-2355.56,85,120,809
1,5225.84,4231.68,-1390.0,14,88,292
0,9245.48,25719.0,-3661.0,19,166,1408
0,21580.7,284392.0,-14653.0,51,513,9696
2,3896.37,2119.65,-880.709,22,54,165
4,9850.18,17099.7,-3855.34,75,172,973
4,14900.1,140512.0,-4210.0,52,315,5844
3,7455.78,14692.4,-2578.64,69,134,970
3,18490.0,162616.0,-9860.0,83,388,6290
4,16094.8,111929.0,-6270.0,41,322,4619
2,3778.28,2128.17,-1068.91,23,54,165
0,7288.57,12383.9,-2641.91,27,123,725
3,9346.35,27429.7,-2909.98,93,158,1403
4,9419.52,30924.8,-1890.0,25,156,1364
0,9596.77,58559.0,-5867.0,112,209,2968
3,8635.73,12035.6,-2763.36,90,136,619
0,15502.9,110327.0,-9131.0,179,329,4063
3,25814.3,328900.0,-9930.0,78,540,8870
0,13583.2,14562.0,-4579.0,148,231,697
4,21854.4,515572.0,-11632.7,145,540,18067
4,7248.75,15522.2,-2646.81,64,134,970
3,15003.3,82164.1,-2000.0,67,223,2059
2,3903.38,1451.2,-987.792,42,52,133
0,10845.9,49735.0,-5527.0,80,207,2386
5,8921.47,38391.2,-3866.59,51,180,2054
4,9036.54,51735.0,-1280.0,22,188,2599
2,3943.4,1449.97,-964.742,41,52,133
0,12602.0,95222.0,-6507.0,267,276,4157
0,13464.5,74290.0,-10597.0,61,323,3135
3,11066.5,37732.1,-3840.33,99,205,1751
5,8699.03,29192.2,-3383.46,122,171,1747
0,12565.0,58077.0,-6112.0,38,231,2606
4,9162.38,26158.7,-3338.14,24,174,1415
3,11055.3,77773.1,-5450.0,39,272,3539
4,8900.25,12235.9,-2797.59,89,136,619
3,13702.4,141961.0,-6189.44,179,308,6057
0,9613.92,46675.0,-3183.0,36,202,2319
0,8519.39,15694.0,-2947.29,102,138,934
0,39680.2,1282300.0,-21711.0,188,981,31307
2,12499.9,18249.6,-3220.0,49,150,519
3,18115.1,161072.0,-10200.0,96,388,6290
0,9634.52,47131.0,-2703.0,112,208,2392
3,24677.3,469596.0,-12800.0,46,483,15505
0,14909.4,112349.0,-3416.0,54,329,5117
1,11392.9,67476.1,-5314.26,142,247,3373
5,2290.93,57.272,-658.0,96,33,5
4,11766.2,30892.7,-587.0,32,166,1111
0,10623.5,37823.0,-5881.0,16,190,1870
0,5874.07,5150.82,-2279.11,8,99,321
0,8457.6,11464.0,-4114.0,61,127,653
5,12678.1,56642.7,-4205.9,29,215,2394
3,25030.2,265310.0,-10200.0,108,537,8350
3,9119.85,25326.5,-795.0,16,166,1111
4,7986.62,12876.8,-2603.86,24,132,806
2,4134.36,2174.1,-967.736,20,54,165
3,9082.22,51979.8,-3410.0,24,188,2599
3,2533.86,50.9638,-447.0,96,33,5
4,4955.44,3712.59,-2340.0,11,79,292
0,7229.51,14921.0,-3195.0,43,145,807
0,4971.98,1961.0,-1616.0,12,78,149
0,14772.3,102492.0,-7417.0,54,308,4248
0,9785.83,38084.0,-5647.0,22,212,2122
0,6812.61,17280.0,-3212.0,70,125,1062
4,7914.91,8834.93,-1480.0,21,102,516
0,9786.99,17278.0,-5395.0,97,182,892
0,9277.84,48316.0,-3717.0,23,190,2596
0,15947.4,236801.0,-11443.0,450,384,9123
4,10936.9,57399.9,-4090.0,49,223,2822
0,13877.8,112508.0,-8213.0,221,279,4813
3,23552.6,272344.0,-12700.0,85,540,8870
0,10492.9,36874.0,-5079.0,61,209,1874
0,6028.46,3836.0,-1663.0,13,89,246
3,18300.1,202098.0,-8830.0,55,390,7459
0,7158.81,9436.53,-3453.2,16,138,554
5,23258.4,279876.0,-9677.47,70,468,9276
3,14819.8,92578.6,-5590.0,43,254,3885
0,7596.6,13151.0,-4361.0,11,139,808
2,5096.25,4218.55,-1150.0,11,79,317
0,12677.7,81331.0,-6391.0,51,294,4060
2,7222.16,5442.5,-1550.0,16,79,292
3,20754.8,189756.0,-7340.0,75,403,6746
2,2589.72,60.3042,-431.0,92,33,5
3,21988.7,243998.0,-10900.0,84,537,8350
1,2393.16,48.7374,-608.0,6,33,5
2,21959.9,411044.0,-7550.0,69,473,14125
0,10705.2,13875.0,-3809.0,38,184,734
0,6544.62,8594.0,-2795.0,17,116,490
3,16127.6,115420.0,-4170.0,61,271,4426
4,5705.56,10981.6,-2101.63,22,102,764
0,18105.5,148703.0,-7249.0,146,341,5529
2,7638.01,9045.68,-2931.13,16,138,554
4,9244.67,27571.5,-3210.0,24,194,1521
0,8054.7,11737.0,-1694.0,16,140,732
3,5067.99,3097.37,-789.123,37,51,132
4,11851.7,57414.9,-3270.0,66,224,2192
4,8540.23,30322.8,-2049.05,34,132,1513
2,12014.7,34527.2,-820.0,30,234,1581
2,8554.05,26969.4,-2900.0,35,156,1364
3,22777.0,246796.0,-12500.0,102,537,8350
0,12139.0,62968.0,-6787.0,85,272,2828
5,11609.3,74723.5,-5270.0,42,264,3217
4,9563.46,36510.5,-3830.0,33,196,1997
4,5921.03,7071.89,-1658.0,48,93,545
5,8393.19,9915.42,-2730.35,27,138,554
2,5022.06,3502.19,-799.186,47,51,132
4,9383.18,34358.9,-4616.24,130,208,1691
3,13155.2,60447.3,-5080.0,36,247,2754
5,7932.91,4738.13,-2734.34,36,131,271
3,2504.5,61.0779,-235.0,6,33,5
2,15394.1,80500.7,-2710.0,58,223,2059
3,13879.6,75789.2,-3750.0,33,249,3630
4,23960.6,470805.0,-11400.0,38,483,15505
3,12124.5,114642.0,-2650.0,43,235,4905
5,9489.0,26856.9,-1840.0,27,166,1414
0,8383.06,16050.0,-3858.0,8,169,892
5,12909.0,72500.6,-5370.86,47,262,3211
5,7717.2,9346.92,-1350.0,27,102,516
1,2465.64,52.0134,-734.0,8,33,5
4,8212.28,16607.3,-2744.42,71,142,844
2,4737.38,3853.97,-1340.0,18,79,317
3,6860.79,5251.06,-2160.35,61,107,346
2,6885.38,13281.1,-1499.92,18,96,804
0,15847.3,251160.0,-7825.0,105,387,10383
2,18898.4,152912.0,-9480.0,80,449,5537
4,22040.6,515924.0,-11531.4,145,540,18067
0,6307.22,13558.0,-2895.0,22,122,927
2,8081.76,9476.5,-2933.9,98,130,490
3,8607.07,13597.7,-2870.16,16,148,729
0,8807.04,9267.0,-1800.0,279,152,429
0,11622.3,56288.0,-5022.0,48,227,2461
0,13016.0,104152.0,-7152.0,85,309,4431
2,7306.07,9254.36,-3099.46,18,138,554
4,5952.65,11399.3,-1900.48,19,102,764
5,9400.33,27038.6,-2220.0,27,166,1414
5,11297.1,51660.9,-4830.0,17,216,2677
3,13876.4,140984.0,-5240.0,33,315,5844
0,5090.28,3447.0,-1348.0,9,81,247
5,12848.4,61794.6,-2100.0,73,223,2822
0,13439.1,98370.0,-6451.0,76,274,4245
0,14031.5,92434.0,-5909.0,72,290,3796
3,12347.7,112679.0,-3250.0,40,235,4905
0,11171.4,125214.0,-4446.0,77,247,5830
2,16293.9,160485.0,-7670.29,76,352,6744
1,5966.7,5150.34,-1130.0,19,85,343
0,13756.0,159514.0,-6029.0,65,321,6735
3,16749.2,117320.0,-4520.0,62,271,4426
4,14868.8,140849.0,-4940.0,64,315,5844
5,13628.2,57465.0,-3260.0,65,224,2192
4,7588.11,15908.3,-2813.62,76,134,970
5,7457.25,8623.55,-1865.5,69,107,517
3,18483.7,161081.0,-9320.0,86,388,6290
